epoch,phase,loss,accuracy,f1,recall,roc_auc
1,train,0.1761319298137185,0.92829754601227,0.9281740678586375,0.92829754601227,0.9753749488826344
1,val,1.2897868156433105,0.5625,0.45893719806763283,0.5625,0.9375
2,train,0.11412991330804635,0.9566717791411042,0.9566928541549174,0.9566717791411042,0.9892051670635781
2,val,0.4474641680717468,0.75,0.7333333333333334,0.75,0.953125
3,train,0.10000467554386133,0.9614647239263804,0.9613839879064274,0.9614647239263804,0.9917900459454908
3,val,0.1680690199136734,0.9375,0.9372549019607843,0.9375,1.0
4,train,0.10161387457003805,0.9601226993865031,0.9601324100146921,0.9601226993865031,0.9914863727117462
4,val,0.22108013927936554,1.0,1.0,1.0,1.0
5,train,0.0904453610315736,0.9647239263803681,0.964698023903306,0.9647239263803681,0.9932237377017634
5,val,0.49042919278144836,0.75,0.7333333333333334,0.75,1.0
6,train,0.05856385891771435,0.977569018404908,0.9775934888239068,0.977569018404908,0.9971127949772679
6,val,0.4648098349571228,0.6875,0.6536796536796536,0.6875,1.0
7,train,0.05163664532042583,0.9794861963190185,0.9794886955998088,0.9794861963190185,0.9977886507421039
7,val,0.3148336708545685,0.8125,0.8056680161943319,0.8125,1.0
8,train,0.047072992818658614,0.9823619631901841,0.9823576571217116,0.9823619631901841,0.9981954728055615
8,val,0.14427800476551056,0.9375,0.9372549019607843,0.9375,1.0
9,train,0.04109398366210616,0.9856211656441718,0.9856229174765015,0.9856211656441718,0.9986369344013857
9,val,0.20664624869823456,0.875,0.873015873015873,0.875,1.0
10,train,0.04124498343276591,0.9846625766871165,0.9846774589951908,0.9846625766871165,0.9985268576651993
10,val,0.25286221504211426,0.8125,0.8056680161943319,0.8125,1.0
